sex,race,age,partyid,relig,numgiven,close12,close13,close14,close15,close23,close24,close25,close34,close35,close45,sex1,sex2,sex3,sex4,sex5,race1,race2,race3,race4,race5,educ1,educ2,educ3,educ4,educ5,age1,age2,age3,age4,age5,relig1,relig2,relig3,relig4,relig5
female,white,45,"ind,near dem",protestant,3,1,2,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,NA,NA,0,0,0,NA,NA,0,Grad,Bachelors,NA,NA,50,56,67,NA,NA,protestant,catholic,protestant,NA,NA
female,white,28,not str republican,protestant,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Bachelors,Some College,NA,NA,29,26,44,NA,NA,protestant,catholic,protestant,NA,NA
female,white,75,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,64,strong democrat,jewish,5,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,Grad,Grad,Grad,Grad,61,60,50,61,60,jewish,protestant,protestant,protestant,jewish
female,white,31,strong democrat,other,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,66,strong republican,catholic,4,2,2,2,NA,1,2,NA,2,NA,NA,0,1,1,1,NA,0,0,0,3,NA,0,Less than high school,Bachelors,Less than high school,NA,63,64,55,67,NA,catholic,catholic,NA,catholic,NA
male,white,30,not str republican,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,1,h.s. grad,Some College,NA,NA,27,58,56,NA,NA,other,none,none,NA,NA
male,white,29,"ind,near dem",buddhism,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,Bachelors,Bachelors,NA,NA,53,29,30,NA,NA,protestant,catholic,NA,NA,NA
female,white,60,independent,protestant,4,2,2,0,NA,2,2,NA,2,NA,NA,1,1,1,1,NA,0,0,0,0,NA,1,h.s. grad,h.s. grad,h.s. grad,NA,33,31,62,33,NA,protestant,protestant,protestant,protestant,NA
female,white,34,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,56,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,72,"ind,near dem",catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,55,"ind,near rep",none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,49,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,27,"ind,near rep",protestant,3,1,0,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Less than high school,h.s. grad,NA,NA,22,20,NA,NA,NA,NA,protestant,protestant,NA,NA
female,white,63,independent,protestant,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,Grad,Some College,NA,NA,58,82,86,NA,NA,protestant,none,none,NA,NA
male,white,50,strong republican,protestant,6,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bachelors,Grad,Bachelors,Bachelors,17,46,48,52,42,protestant,protestant,catholic,protestant,protestant
female,white,35,"ind,near dem",orthodox-christian,6,2,2,2,2,2,1,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,Less than high school,Less than high school,h.s. grad,h.s. grad,45,56,33,39,30,other,other,other,other,other
male,white,70,strong republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,43,independent,none,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,Some College,Some College,NA,NA,62,42,26,NA,NA,protestant,catholic,protestant,NA,NA
male,white,30,"ind,near rep",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,65,strong democrat,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,52,"ind,near rep",protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Some College,NA,NA,NA,44,52,NA,NA,NA,catholic,protestant,NA,NA,NA
male,white,65,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,81,strong republican,protestant,4,1,1,1,NA,2,0,NA,0,NA,NA,1,0,1,0,NA,0,0,0,0,NA,1,h.s. grad,h.s. grad,h.s. grad,NA,62,61,58,54,NA,protestant,protestant,protestant,protestant,NA
male,white,18,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,28,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,48,NA,NA,NA,NA,none,NA,NA,NA,NA
female,white,41,not str democrat,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,28,"ind,near rep",protestant,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,h.s. grad,Some College,NA,NA,48,27,28,NA,NA,protestant,protestant,protestant,NA,NA
male,white,23,not str republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,24,strong democrat,protestant,4,0,1,1,NA,1,1,NA,2,NA,NA,0,1,0,1,NA,0,0,3,0,NA,0,Grad,Bachelors,Bachelors,NA,56,56,23,23,NA,protestant,protestant,other,none,NA
female,white,72,strong republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,61,"ind,near rep",protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,Some College,Some College,NA,NA,28,56,31,NA,NA,protestant,protestant,protestant,NA,NA
female,white,21,not str republican,protestant,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Bachelors,NA,NA,NA,22,23,NA,NA,NA,protestant,protestant,NA,NA,NA
male,other,49,not str democrat,hinduism,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,42,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,38,strong republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,34,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,black,19,not str democrat,protestant,4,2,2,2,NA,2,2,NA,2,NA,NA,0,0,1,1,NA,1,1,1,1,NA,0,Some College,Grad,Less than high school,NA,23,57,52,40,NA,protestant,protestant,protestant,protestant,NA
male,white,32,not str republican,protestant,5,2,1,1,2,1,2,2,2,2,2,0,1,0,1,1,0,0,0,0,0,0,Some College,Grad,Grad,Bachelors,55,53,43,45,30,protestant,protestant,catholic,protestant,protestant
female,black,54,independent,protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,1,NA,NA,NA,1,Bachelors,NA,NA,NA,34,60,NA,NA,NA,NA,protestant,NA,NA,NA
female,white,25,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,26,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,23,not str democrat,protestant,4,2,2,1,NA,2,1,NA,1,NA,NA,0,0,0,1,NA,0,0,0,0,NA,0,Bachelors,Grad,Grad,NA,22,24,31,29,NA,protestant,protestant,protestant,protestant,NA
male,black,74,not str democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,39,independent,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,24,not str democrat,protestant,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,Some College,Bachelors,NA,NA,24,46,48,NA,NA,protestant,protestant,protestant,NA,NA
male,black,46,strong democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,53,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,black,57,strong democrat,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,h.s. grad,Less than high school,NA,NA,56,30,14,NA,NA,protestant,protestant,protestant,NA,NA
female,black,34,not str democrat,protestant,5,2,2,2,1,2,2,1,2,2,1,0,1,1,0,1,1,1,4,1,1,0,Bachelors,Some College,h.s. grad,Some College,35,60,32,59,20,protestant,protestant,protestant,protestant,protestant
female,black,50,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,60,"ind,near rep",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,43,not str democrat,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,40,strong republican,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,42,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,70,strong democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,79,independent,none,5,2,2,2,0,2,2,2,1,1,0,1,1,0,1,1,0,0,0,0,0,1,h.s. grad,h.s. grad,h.s. grad,h.s. grad,79,81,56,80,77,protestant,protestant,protestant,protestant,protestant
male,white,48,not str republican,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,h.s. grad,Less than high school,NA,NA,26,26,23,NA,NA,protestant,protestant,protestant,NA,NA
female,white,21,not str republican,protestant,6,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,0,0,0,0,0,Some College,Some College,Some College,Some College,22,21,22,19,21,protestant,protestant,protestant,protestant,protestant
male,white,60,strong republican,catholic,3,2,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,Bachelors,Bachelors,NA,NA,56,52,58,NA,NA,catholic,catholic,NA,NA,NA
female,white,21,not str republican,none,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Some College,Some College,NA,NA,22,20,20,NA,NA,NA,NA,catholic,NA,NA
female,white,68,not str democrat,catholic,3,1,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,h.s. grad,h.s. grad,NA,NA,67,57,71,NA,NA,catholic,catholic,catholic,NA,NA
female,white,39,not str democrat,catholic,3,0,1,NA,NA,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Grad,Some College,NA,NA,34,41,45,NA,NA,catholic,catholic,catholic,NA,NA
male,white,44,not str democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,89,not str republican,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,68,60,NA,NA,NA,catholic,catholic,NA,NA,NA
female,white,55,strong democrat,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,64,strong democrat,inter-nondenominational,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,32,strong republican,inter-nondenominational,4,1,1,1,NA,0,1,NA,0,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,Some College,Some College,Some College,NA,35,35,45,34,NA,other,protestant,protestant,protestant,NA
female,white,36,"ind,near rep",protestant,3,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,Some College,h.s. grad,NA,NA,63,63,36,NA,NA,protestant,protestant,none,NA,NA
male,white,80,not str republican,catholic,4,2,2,2,NA,2,1,NA,2,NA,NA,1,1,1,1,NA,0,0,0,0,NA,1,Grad,Grad,Bachelors,NA,76,55,53,51,NA,catholic,catholic,catholic,catholic,NA
female,white,71,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,57,strong democrat,none,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Some College,NA,NA,NA,77,40,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,21,not str democrat,catholic,5,1,1,1,2,1,1,2,2,1,1,0,1,1,1,1,0,0,0,0,0,0,Some College,Bachelors,Some College,Bachelors,22,48,22,20,23,catholic,none,none,catholic,none
female,white,38,"ind,near dem",catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,17,NA,NA,NA,NA,catholic,NA,NA,NA,NA
male,black,25,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,21,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,30,not str democrat,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,30,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,other,73,"ind,near dem",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,63,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,44,strong democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,49,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,59,strong republican,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,black,32,strong democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,32,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,black,52,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,black,47,not str democrat,protestant,4,1,1,1,NA,2,1,NA,1,NA,NA,0,0,0,0,NA,1,1,0,1,NA,0,h.s. grad,h.s. grad,Grad,NA,38,35,54,39,NA,protestant,protestant,protestant,protestant,NA
female,black,86,not str democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,45,"ind,near dem",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,27,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,black,23,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,26,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,black,43,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,43,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,black,30,"ind,near dem",none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,black,50,not str republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,75,strong democrat,none,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,Some College,Grad,NA,NA,40,20,37,NA,NA,NA,NA,NA,NA,NA
female,black,36,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,black,43,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,46,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,black,26,independent,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,34,"ind,near dem",catholic,4,2,1,1,NA,2,0,NA,0,NA,NA,1,0,1,0,NA,0,0,0,0,NA,1,Bachelors,h.s. grad,Less than high school,NA,29,64,64,35,NA,other,catholic,catholic,NA,NA
male,black,28,strong democrat,moslem/islam,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,24,NA,NA,NA,NA,other,NA,NA,NA,NA
female,white,50,strong republican,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Some College,Bachelors,NA,NA,45,53,51,NA,NA,protestant,protestant,protestant,NA,NA
male,white,20,not str republican,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,26,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,26,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,51,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,60,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,64,"ind,near dem",other,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,other,26,not str republican,protestant,3,1,2,NA,NA,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,3,0,NA,NA,0,h.s. grad,Bachelors,NA,NA,27,60,62,NA,NA,protestant,other,protestant,NA,NA
female,white,81,strong republican,protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,72,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,83,strong democrat,jewish,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,83,NA,NA,NA,NA,jewish,NA,NA,NA,NA
female,white,25,strong republican,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,h.s. grad,NA,NA,NA,24,48,NA,NA,NA,catholic,catholic,NA,NA,NA
female,white,45,strong republican,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,48,independent,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,23,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,47,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,black,71,not str democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,50,not str democrat,protestant,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,1,NA,NA,NA,1,h.s. grad,NA,NA,NA,72,56,NA,NA,NA,protestant,protestant,NA,NA,NA
male,black,31,"ind,near dem",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,black,47,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,55,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,black,47,strong democrat,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,67,strong democrat,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Bachelors,NA,NA,NA,67,51,NA,NA,NA,protestant,protestant,NA,NA,NA
male,white,77,"ind,near rep",protestant,4,2,2,2,NA,2,2,NA,2,NA,NA,0,1,1,0,NA,0,0,0,0,NA,0,Some College,Some College,Some College,NA,77,74,73,56,NA,protestant,protestant,protestant,protestant,NA
male,white,38,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,32,strong democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,60,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,44,strong democrat,protestant,3,0,1,NA,NA,0,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,0,4,NA,NA,1,Bachelors,Bachelors,NA,NA,48,52,39,NA,NA,other,protestant,NA,NA,NA
female,white,62,strong democrat,protestant,5,2,2,2,1,2,2,2,1,1,2,0,1,0,1,1,0,0,0,0,0,0,Bachelors,Bachelors,h.s. grad,Bachelors,62,34,32,69,49,none,none,none,protestant,protestant
male,black,49,independent,protestant,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,1,1,NA,NA,0,Some College,NA,NA,NA,55,33,48,NA,NA,none,protestant,NA,NA,NA
male,white,58,strong republican,catholic,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,Some College,Some College,NA,NA,50,55,28,NA,NA,catholic,protestant,catholic,NA,NA
male,white,27,not str republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,51,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,black,35,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,other,53,strong republican,catholic,5,2,2,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,2,2,2,1,Less than high school,h.s. grad,Some College,Bachelors,70,51,43,28,33,catholic,protestant,catholic,catholic,catholic
